sensor_name,source_address,source_address_randomized,timestamp,median_rssi,count
A02,c0e851f14e154889ec245951e44a05bfb771cd87c718c6f8c4f5343d62ce3112,0,2024-04-09T19:17:32Z,-77,1
A02,a27677a7bb89aae3ff8c811868f0d2c518cdbd2965cc3b647a729120845dfd3a,0,2024-04-09T19:17:40Z,-77,1
A02,070dd56df4e01b8933836f5563a25cca19f423f37c63c3602448102b30fafbb4,0,2024-04-09T19:17:25Z,-75,1
A02,bf3d00938561fb7e8aa5ebfce59b7b98a48fa6ad99bc8e7416218172079a36b9,0,2024-04-09T19:17:31Z,-75,1
A02,90493b1360919e29c3d3f5dddec4c4c4be76032253dce491c681f823ae5b9786,0,2024-04-09T19:17:28Z,-73,1
A02,e242dac9c8fc74fe9f44ac80b21cf1241619020b25936c132f7a254defa0c3f6,0,2024-04-09T19:17:27Z,-77,1
A02,ce09f1f56e198ae8490bfd0ed7fc39ac62de0abd2c1899ea4606213f54841cab,0,2024-04-09T19:17:24Z,-77,1
A02,9652e3df6620ce41ff4c4c21b50297a0d01114829b27e22b34fa1871019a5bcd,0,2024-04-09T19:17:26Z,-75,1
A02,4d77888017b1db0dbf56adab9cdd6f6de11287d7e31d091ef405cb9bce78c9f8,0,2024-04-09T19:17:36Z,-77,1
A02,2cd620f32f08c804c47044419b772cf9170def5a5701e62c7aaae5a4e2816cf8,0,2024-04-09T19:17:41Z,-75,1
A02,a9173026a52e5cdce17bda1739bcb39bdc4dca81e0d506747895a4fab7db46ff,0,2024-04-09T19:17:36Z,-71,1
A02,a66c392cacd4b18b565db15f5542e531477a6366845c1d3a5c6e3ccf183b3023,0,2024-04-09T19:17:35Z,-77,1
A02,63f7f80cb6fc8a4e8a68ce6c87e81b01f7b40a232259786126fa5fcf5ec5c8ef,0,2024-04-09T19:17:33Z,-75,1
A02,ba1f6e61d352f6b70d7a5fa48c0aa16e90147aac583a662ce43879f1252ca3ec,0,2024-04-09T19:17:34Z,-79,1
A02,1442c925fa49ea45aad6884edea8f7214e6fad62a9a1c75845d05483ee83d1a8,0,2024-04-09T19:17:32Z,-79,1
A02,ade21a61f03902c67c47b56e1be9c9f6bec8b09c5b8589518f7b3ef8a88b252f,0,2024-04-09T19:17:38Z,-77,1
A02,b9daa40cfcf992826f635e2d0e5aa565ebe6ac2e0eb9fe0770311628bfd58347,0,2024-04-09T19:17:36Z,-77,1
A02,9868049ca8d0ee1b50d336d15ae3cffc77a2d297085ef4f7c7e3693b4da3cead,0,2024-04-09T19:17:35Z,-77,1
A02,2a5c888ebd93f56af4c72c3164563073f94c3e9ae07926bf148348c680e0311c,1,2024-04-09T19:17:33Z,-73,1
A02,d5aa517e94d50dc715198e6d2e022dff764d48979bbf6e6666a59f3dcc3b052d,1,2024-04-09T19:17:36Z,-73,1
A02,c346784c431035bb42691f4044558f79d46f374b11d1ba787cf610cb552e5a8c,0,2024-04-09T19:17:33Z,-79,1
A02,eeb5f2c4b9176a5df82fda358ea9ae8fc1a79bdef067ea6957c28017ba158e26,1,2024-04-09T19:17:26Z,-69,1
A02,0c889f3f3e6523a30923301719e4cea86b273311a3e7acee39ec0aba1ae016f7,1,2024-04-09T19:17:41Z,-73,1
A02,2233f2f151ee1705dd6fc24e19fcdabe95cb073fc39d9c0818a61b3e0a3406f7,0,2024-04-09T19:17:29Z,-79,1
A02,35e2b645781fceedde5db10b4c6415b62c2b652b64079c9d0f2b09c9fc0099ed,0,2024-04-09T19:17:34Z,-75,1
A02,bc0f2243a716ed9989294380d1323d66dc5342b26ab448773430849819b37e8a,1,2024-04-09T19:17:28Z,-73,1
A02,ecc8d72271c6b808784d96bed26f914ebb7a50fa2f68ce4800e20fb745a15727,0,2024-04-09T19:17:43Z,-77,1
A02,6d85dde334974e72d4b4822b92d14331a34d1a1c6e46c1b86297742b8fb7deb3,0,2024-04-09T19:17:41Z,-79,1
A02,0207815b29483022814e11b9868e8c998bf6468bedabcf938ff7993722e1a423,0,2024-04-09T19:17:26Z,-79,1
A02,909df2fde01061589381b7e6e5f19405ad4bcbd7a9f5e3f8fc7c267479d0a540,1,2024-04-09T19:17:40Z,-75,1
A02,1d6a2271f010f881d15e1049b3163a685809966d81b9189af226e6b45dcc5b04,0,2024-04-09T19:17:28Z,-77,1
A02,faec71bb4385199502aac365afb42963e83e8bb61c9f0a836ba3b6ac069e35e8,0,2024-04-09T19:17:28Z,-77,1
A02,cdc1de91a8bf7a4ab7f1af3fb70509abf547bac955538945125a3be119ac5670,0,2024-04-09T19:17:31Z,-77,1
A02,bf14a20f29dce6681054282f1c1b7ef32388e49ac63be6f749e8d9a5a15a2953,0,2024-04-09T19:17:29Z,-77,1
A02,62ff7915725d539f66cf0d93a981d99d51b3830bc26e62d1ba8eb8bbfd333ffd,1,2024-04-09T19:17:36Z,-65,1
A02,1ae30ee7af06a4274e637d387fe9f8e384b20344270e319863445915b751c1fc,0,2024-04-09T19:17:30Z,-79,1
A02,7e360e912adce374490a4426e22273d212d6650ab26f1ccac51438d0e3ca8aae,0,2024-04-09T19:17:26Z,-77,1
A02,ec05ba71b06e68a4dfaca653065c5d053af70a6cfa4e3f1bcbc99f82b8ef4468,0,2024-04-09T19:17:34Z,-79,1
A02,ae3d8b443d0acc1f0544c3eb043ad8df6499af41d57a05130e3e3e97221e1878,0,2024-04-09T19:17:42Z,-77,1
A02,871465f8e32e07a08b2b9e395ae20535802ccddd21e5680b81257c0145c7291e,0,2024-04-09T19:17:26Z,-77,1
A02,9f38039debeedbf09ff0bb0ee991d7a137339c17f20af31bf23a9072882ca8f9,0,2024-04-09T19:17:28Z,-79,1
A02,6d91d0de3121fc447d755ac0b2a24afbc36c4b016f464dd7b4858da6d14e4f35,0,2024-04-09T19:17:40Z,-75,1
A02,ca43923c6f5d516a4ea3c704e387d4e802ab58da6fa7f5831c5559f1f67439ea,0,2024-04-09T19:17:41Z,-77,1
A02,eda9a1bd00f0491a6252ebaeacba48f98762035a03a8ded5169fa6b70676e246,0,2024-04-09T19:17:35Z,-77,1
A02,7a462ce59f63e1cfa7dd6c46141c4b9a3d95354b9c0aff8ce2220b9be1ab94ed,1,2024-04-09T19:17:46Z,-71,1
A02,e5b163de4ced57ac05f92a904cb075f5eb1925814dec655243b795cfe1241f75,0,2024-04-09T19:17:35Z,-75,1
A02,977a4722100f70a940bf713135125f15d58d93928c5cc2eba2497a365751a342,0,2024-04-09T19:17:41Z,-77,1
A02,ccd224b980118642bfc5deb8dfbea39d0d2f12b8e139a48de829ea34e6adf3f5,0,2024-04-09T19:17:27Z,-77,1
A02,2824b63eb4ed4d13937b96758584842418467a59e13f98b52b825b86362bfa35,0,2024-04-09T19:17:40Z,-77,1
A02,d97c5df9138e3acb7f04e310ed4e7fce12adb529b5b7101e605cecd3ec27a575,0,2024-04-09T19:17:27Z,-77,1
A02,0b90b5e2684b2f20b3698618fc1bb317345eda4ded7dd5be0831fa72e0f4095c,1,2024-04-09T19:17:37Z,-71,1
A02,f5ac3e0ec561f322924bc231b340a70f96e8b593586bc6710d8c27bf44ff3ab0,0,2024-04-09T19:17:42Z,-77,1
A02,f0236639ed4249d2db4e8ce53135a0c75d310a7b2d62a2f19d352afbc02a20fb,0,2024-04-09T19:17:37Z,-79,1
A02,766cca1df63f1c570a62157404fd2a38314009b44afda455a94f2ad8fd277990,0,2024-04-09T19:17:40Z,-75,1
A02,366d59c476aac10d41cf0a0fefcd6ca2d426ecbec5729fd38aebc09984b2acfd,0,2024-04-09T19:17:41Z,-77,1
A02,ccb68a22bd678793b45a7bc6c6d75e34f93ddc15cb96bd16b9a87fc46d2ab027,1,2024-04-09T19:17:30Z,-69,1
A02,4f4e591b24ee949a2e570ed9cdb639d86af9a2309ff799823ab55da7fca70165,1,2024-04-09T19:17:38Z,-71,1
A02,d2f97c3a650b495bb9b6f44ceade1b9cb48a150d77b5ef3e0b443e18237dba7a,1,2024-04-09T19:17:30Z,-71,1
A02,bb882772e19725b55510ae8546547dca4629643d77afde3fc7480e9f13391fc7,0,2024-04-09T19:17:42Z,-79,1
A02,dda76e387c977fdbbc65ebab3876e0f1227fb4c0e40f757cfc0870be320ac432,0,2024-04-09T19:17:38Z,-79,1
A02,22bfd77a8079ab42a42c3dbdea797fa7162d7729dfe454392c6c89fed5d56306,0,2024-04-09T19:17:42Z,-77,1
A02,6c28b09d1391689984f4966315319305cfdde5b14dbd817c93c907f82497737e,0,2024-04-09T19:17:40Z,-75,1
A02,19afad1e2c6f37b57cce6a2c2d5ceb3de6d018f0521c6d823bc2eea1f83ce7ef,1,2024-04-09T19:17:41Z,-69,1
A02,bb882772e19725b55510ae8546547dca4629643d77afde3fc7480e9f13391fc7,0,2024-04-09T19:17:30Z,-79,1
A02,fe37d9f887c6afc4ff2f686f8888df37c4d4bffd9dd7da66e07c499624cd1436,0,2024-04-09T19:17:34Z,-67,2
A02,1917ed78f544b0afa72f689a4b212f9de81f916b0084279f1c81df8cf7ba62c1,0,2024-04-09T19:17:50Z,-57,1
A02,6c28b09d1391689984f4966315319305cfdde5b14dbd817c93c907f82497737e,0,2024-04-09T19:17:46Z,-57,1
A02,fe37d9f887c6afc4ff2f686f8888df37c4d4bffd9dd7da66e07c499624cd1436,0,2024-04-09T19:17:49Z,-79,2
A02,50a425362264daa0477f2e52c3060eeed251f265fb2e970099cf4f2555b46b1e,0,2024-04-09T19:17:50Z,-79,1
A02,8d1aca52a45b7bac33bae48b1df8eca3314a44b0a36a36055ec9567b7c89effd,0,2024-04-09T19:17:39Z,-77,1
A02,ef27698d706f9e59d717591e2687ca07166ef06ab8d30a828e1e9194e5cf9e4b,1,2024-04-09T19:17:41Z,-67,1
A02,eafcb5ead273a799dff9150f7d484f04a47add626290138bc709b5961b009b9a,0,2024-04-09T19:17:34Z,-77,1
A02,aab10b172f5eccd62ecde1fab3ebbae77b152dfa1a7f7ff741671390d7362bfb,1,2024-04-09T19:17:37Z,-75,1
A02,22bfd77a8079ab42a42c3dbdea797fa7162d7729dfe454392c6c89fed5d56306,0,2024-04-09T19:17:45Z,-79,1
A02,7315518adbb39d91baee4b30f2af0e2676bc2caf6f4b6c82185489742104a5f6,0,2024-04-09T19:17:50Z,-77,1
A02,8e808f2c6c4a21f24b012b5038a8cf544fce3c05c0c0e3bb82480736d32319dd,0,2024-04-09T19:17:41Z,-79,1
A02,e6ecc92155224108dacf595310cfaf25d428717c9bbd1d391674451115389a56,0,2024-04-09T19:17:46Z,-79,1
A02,ca35b18e9b1eef7e6c9f8bb388b349e5a3a9ffbfeb4898552bfeeab20c9fec8c,0,2024-04-09T19:17:36Z,-79,1
A02,8e808f2c6c4a21f24b012b5038a8cf544fce3c05c0c0e3bb82480736d32319dd,0,2024-04-09T19:17:34Z,-77,1
A02,a495c7e37a95306dc9892f62c182a7a5d18a06a6e8e9cbf5db931db4857ad665,0,2024-04-09T19:17:35Z,-77,1
A02,83ddada946aebb02d0d2f6cd53335e273a3d22d94897c2a1b845c130e367fd27,0,2024-04-09T19:17:39Z,-79,1
A02,2f6b15841505a07537c49abc0fa6bbbaf1e79700236297d0ca4b1e01f9449083,0,2024-04-09T19:17:48Z,-79,1
A02,7315518adbb39d91baee4b30f2af0e2676bc2caf6f4b6c82185489742104a5f6,1,2024-04-09T19:17:51Z,-73,2
A02,12604a027caa0b5b78a6ce8b88ca78359f39aa21a16bd7ce9edf5dc1fbc99713,0,2024-04-09T19:17:45Z,-77,1
A02,ef27698d706f9e59d717591e2687ca07166ef06ab8d30a828e1e9194e5cf9e4b,0,2024-04-09T19:17:45Z,-79,1
A02,6c28b09d1391689984f4966315319305cfdde5b14dbd817c93c907f82497737e,0,2024-04-09T19:17:51Z,-77,1
A02,c9e82aa85c8c63eb0b24953e8aea03532ea1d64edc60f22d2d2472f8db4c043e,0,2024-04-09T19:17:40Z,-79,2
A02,8e808f2c6c4a21f24b012b5038a8cf544fce3c05c0c0e3bb82480736d32319dd,0,2024-04-09T19:17:35Z,-77,1
A02,b17ed5312eb79bf3dc4f0a4df483f95f24ea693a2850391b1a0b9874cfa0ed85,0,2024-04-09T19:17:34Z,-79,1
A02,d605e6d9b99d8a6def28e3b9a9606665000569b18954d1a965c33a695b0e0fb4,0,2024-04-09T19:17:45Z,-77,1
A02,b17ed5312eb79bf3dc4f0a4df483f95f24ea693a2850391b1a0b9874cfa0ed85,0,2024-04-09T19:17:45Z,-77,1
A02,4231b032c132f88544dd3911db51c02ec1c5b69384263fbac31877f2ae76e76f,0,2024-04-09T19:17:35Z,-79,1
A02,6c28b09d1391689984f4966315319305cfdde5b14dbd817c93c907f82497737e,0,2024-04-09T19:17:50Z,-79,1
A02,83ddada946aebb02d0d2f6cd53335e273a3d22d94897c2a1b845c130e367fd27,0,2024-04-09T19:17:36Z,-77,1
A02,ef27698d706f9e59d717591e2687ca07166ef06ab8d30a828e1e9194e5cf9e4b,1,2024-04-09T19:17:46Z,-73,1
A02,ac9c9ea334b0e7f8d086cc3da6f4b8b70341bad9f979374b16b800016430e78e,1,2024-04-09T19:17:41Z,-73,1
A02,7315518adbb39d91baee4b30f2af0e2676bc2caf6f4b6c82185489742104a5f6,1,2024-04-09T19:17:41Z,-73,1
A02,fe37d9f887c6afc4ff2f686f8888df37c4d4bffd9dd7da66e07c499624cd1436,1,2024-04-09T19:17:38Z,-71,1
A02,b17ed5312eb79bf3dc4f0a4df483f95f24ea693a2850391b1a0b9874cfa0ed85,0,2024-04-09T19:17:47Z,-79,1
A02,ca35b18e9b1eef7e6c9f8bb388b349e5a3a9ffbfeb4898552bfeeab20c9fec8c,0,2024-04-09T19:17:56Z,-74,2
A02,83ddada946aebb02d0d2f6cd53335e273a3d22d94897c2a1b845c130e367fd27,0,2024-04-09T19:17:45Z,-77,1
A02,2e326daccc0023b3c175d60aa22beb74a0c2c235f0768f627f6ea3ebd13c1162,0,2024-04-09T19:17:49Z,-79,1
A02,fe37d9f887c6afc4ff2f686f8888df37c4d4bffd9dd7da66e07c499624cd1436,0,2024-04-09T19:17:42Z,-79,1
A02,8d1aca52a45b7bac33bae48b1df8eca3314a44b0a36a36055ec9567b7c89effd,0,2024-04-09T19:17:41Z,-77,1
A02,ca35b18e9b1eef7e6c9f8bb388b349e5a3a9ffbfeb4898552bfeeab20c9fec8c,0,2024-04-09T19:17:55Z,-75,1
A02,88a59ec9a1fe24435cf601f415e2d1ab59903601e8213f0e337464305b61fc41,0,2024-04-09T19:17:50Z,-78,2
A02,fe37d9f887c6afc4ff2f686f8888df37c4d4bffd9dd7da66e07c499624cd1436,0,2024-04-09T19:17:50Z,-75,1
A02,c9e82aa85c8c63eb0b24953e8aea03532ea1d64edc60f22d2d2472f8db4c043e,0,2024-04-09T19:17:50Z,-77,1
A02,22bfd77a8079ab42a42c3dbdea797fa7162d7729dfe454392c6c89fed5d56306,0,2024-04-09T19:17:56Z,-77,1
A02,fe37d9f887c6afc4ff2f686f8888df37c4d4bffd9dd7da66e07c499624cd1436,0,2024-04-09T19:17:59Z,-79,2
A02,ac9c9ea334b0e7f8d086cc3da6f4b8b70341bad9f979374b16b800016430e78e,0,2024-04-09T19:17:50Z,-77,1
A02,d605e6d9b99d8a6def28e3b9a9606665000569b18954d1a965c33a695b0e0fb4,0,2024-04-09T19:17:52Z,-77,2
A02,01f37d672ab24e5b1efc9eb702b837b79ed01b5e16a8b956a258f48371d51cf6,0,2024-04-09T19:17:49Z,-79,1
A02,ac9c9ea334b0e7f8d086cc3da6f4b8b70341bad9f979374b16b800016430e78e,0,2024-04-09T19:17:47Z,-71,1
A02,26233aca75dec515bd884b820a8a1f1587d713a20bac657335e9230c9585d3b7,1,2024-04-09T19:17:46Z,-73,1
A02,88a59ec9a1fe24435cf601f415e2d1ab59903601e8213f0e337464305b61fc41,1,2024-04-09T19:17:54Z,-75,1
A02,43f18c361e20521c44d0fc5dd1b2037ff98a54b59fb4b4b4c13a33ec72e14f20,0,2024-04-09T19:17:51Z,-79,1
A02,bb882772e19725b55510ae8546547dca4629643d77afde3fc7480e9f13391fc7,0,2024-04-09T19:17:48Z,-79,1
A02,7315518adbb39d91baee4b30f2af0e2676bc2caf6f4b6c82185489742104a5f6,1,2024-04-09T19:17:56Z,-69,1
A02,7315518adbb39d91baee4b30f2af0e2676bc2caf6f4b6c82185489742104a5f6,1,2024-04-09T19:17:58Z,-71,2
A02,fe37d9f887c6afc4ff2f686f8888df37c4d4bffd9dd7da66e07c499624cd1436,1,2024-04-09T19:17:45Z,-79,1
A02,fe37d9f887c6afc4ff2f686f8888df37c4d4bffd9dd7da66e07c499624cd1436,1,2024-04-09T19:17:49Z,-77,1
A02,ca35b18e9b1eef7e6c9f8bb388b349e5a3a9ffbfeb4898552bfeeab20c9fec8c,0,2024-04-09T19:18:02Z,-79,2
A02,232e8b122668f472f175a169abd7ba7c5b184f72b4392725409af3504cc1b1e6,0,2024-04-09T19:17:50Z,-79,1
A02,ef27698d706f9e59d717591e2687ca07166ef06ab8d30a828e1e9194e5cf9e4b,0,2024-04-09T19:17:55Z,-79,1
A02,fe37d9f887c6afc4ff2f686f8888df37c4d4bffd9dd7da66e07c499624cd1436,0,2024-04-09T19:17:52Z,-79,3
A02,c9e82aa85c8c63eb0b24953e8aea03532ea1d64edc60f22d2d2472f8db4c043e,0,2024-04-09T19:17:56Z,-77,1
A02,ca35b18e9b1eef7e6c9f8bb388b349e5a3a9ffbfeb4898552bfeeab20c9fec8c,0,2024-04-09T19:17:54Z,-67,1
A02,4c26c07ddfa5269c7843c40f9fd466d937198a2cf8c54ccdf32aa7a1d94088fc,0,2024-04-09T19:18:04Z,-75,1
A02,416c0a6e8937f26313d8154b292342b506d50e682172f03b4d0f51f85d568367,0,2024-04-09T19:18:04Z,-77,1
A02,ac9c9ea334b0e7f8d086cc3da6f4b8b70341bad9f979374b16b800016430e78e,0,2024-04-09T19:18:03Z,-74,2
A02,d8dd6ff0ea18d82eed0d3ff2d44462933e4d7dbc7fc696b673c17e852ca118d4,0,2024-04-09T19:17:47Z,-79,1
A02,4231b032c132f88544dd3911db51c02ec1c5b69384263fbac31877f2ae76e76f,0,2024-04-09T19:18:00Z,-74,2
A02,fe37d9f887c6afc4ff2f686f8888df37c4d4bffd9dd7da66e07c499624cd1436,0,2024-04-09T19:18:01Z,-77,2
A02,f0659bdd9305e4341afb9f55df7cd20a4adfd726f83a33c3857281dfa3de8575,0,2024-04-09T19:17:50Z,-75,1
A02,4231b032c132f88544dd3911db51c02ec1c5b69384263fbac31877f2ae76e76f,0,2024-04-09T19:18:04Z,-77,2
A02,22bfd77a8079ab42a42c3dbdea797fa7162d7729dfe454392c6c89fed5d56306,1,2024-04-09T19:17:46Z,-69,1
A02,ff:ff:ff:ff:ff:ff,0,2024-04-09T19:17:59Z,-79,1
A02,fe37d9f887c6afc4ff2f686f8888df37c4d4bffd9dd7da66e07c499624cd1436,0,2024-04-09T19:18:02Z,-76,2
A02,fe37d9f887c6afc4ff2f686f8888df37c4d4bffd9dd7da66e07c499624cd1436,0,2024-04-09T19:17:46Z,-77,1
A02,ac9c9ea334b0e7f8d086cc3da6f4b8b70341bad9f979374b16b800016430e78e,0,2024-04-09T19:17:57Z,-71,1
A02,20da938fcce33d666d32f0559ed54f92b94c5c74290d8ec06cc534ee9941cdbe,0,2024-04-09T19:17:51Z,-77,1
A02,232e8b122668f472f175a169abd7ba7c5b184f72b4392725409af3504cc1b1e6,0,2024-04-09T19:17:57Z,-77,1
A02,c9e82aa85c8c63eb0b24953e8aea03532ea1d64edc60f22d2d2472f8db4c043e,0,2024-04-09T19:17:59Z,-79,1
A02,eafcb5ead273a799dff9150f7d484f04a47add626290138bc709b5961b009b9a,1,2024-04-09T19:17:52Z,-75,1
A02,ef27698d706f9e59d717591e2687ca07166ef06ab8d30a828e1e9194e5cf9e4b,0,2024-04-09T19:17:46Z,-77,1
A02,ef27698d706f9e59d717591e2687ca07166ef06ab8d30a828e1e9194e5cf9e4b,0,2024-04-09T19:17:57Z,-77,1
A02,1917ed78f544b0afa72f689a4b212f9de81f916b0084279f1c81df8cf7ba62c1,0,2024-04-09T19:18:05Z,-79,1
A02,a495c7e37a95306dc9892f62c182a7a5d18a06a6e8e9cbf5db931db4857ad665,0,2024-04-09T19:17:50Z,-73,1
A02,7315518adbb39d91baee4b30f2af0e2676bc2caf6f4b6c82185489742104a5f6,0,2024-04-09T19:17:53Z,-75,1
A02,3e9976b5222def62aa01e522365e798609e1920dbeb4116a65e243c2510295c5,0,2024-04-09T19:18:02Z,-77,1
A02,f0659bdd9305e4341afb9f55df7cd20a4adfd726f83a33c3857281dfa3de8575,0,2024-04-09T19:17:47Z,-71,1
A02,bb882772e19725b55510ae8546547dca4629643d77afde3fc7480e9f13391fc7,0,2024-04-09T19:18:05Z,-75,1
A02,f4ae9d32f05270532a5c687c7f551e2969020f16cd1d647244276864b41fb009,0,2024-04-09T19:17:58Z,-73,1
