timestamp,type,subtype,strength,source_address,source_address_randomized,destination_address,destination_address_randomized,access_point_name,access_point_address,access_point_address_randomized,sequence_number,channel,sensor_name,info
2024-04-09T19:20:03.963947,management,probe-request,-49,2f6b15841505a07537c49abc0fa6bbbaf1e79700236297d0ca4b1e01f9449083,1,ff:ff:ff:ff:ff:ff,1,(n/a),ff:ff:ff:ff:ff:ff,1,3708,1,A01,""
2024-04-09T19:20:03.966208,management,probe-response,-77,43f18c361e20521c44d0fc5dd1b2037ff98a54b59fb4b4b4c13a33ec72e14f20,0,2f6b15841505a07537c49abc0fa6bbbaf1e79700236297d0ca4b1e01f9449083,1,dalbodre,43f18c361e20521c44d0fc5dd1b2037ff98a54b59fb4b4b4c13a33ec72e14f20,0,64,1,A01,""
2024-04-09T19:20:03.969534,management,probe-response,-29,7315518adbb39d91baee4b30f2af0e2676bc2caf6f4b6c82185489742104a5f6,1,2f6b15841505a07537c49abc0fa6bbbaf1e79700236297d0ca4b1e01f9449083,1,juhyeon9087,7315518adbb39d91baee4b30f2af0e2676bc2caf6f4b6c82185489742104a5f6,1,1069,1,A01,""
2024-04-09T19:20:03.975972,management,probe-response,-65,ca35b18e9b1eef7e6c9f8bb388b349e5a3a9ffbfeb4898552bfeeab20c9fec8c,0,f4598090c82e81df3eda666389d60bc62d0f98b003206ad78cbf686bb5f9527d,1,PublicWiFi@GB_Free,ca35b18e9b1eef7e6c9f8bb388b349e5a3a9ffbfeb4898552bfeeab20c9fec8c,0,1282,6,A01,""
2024-04-09T19:20:03.980912,management,probe-response,-81,a716e63ecdd8718e4a32ea46d3cea40cf5034e1149f7846fa29cf4b12d45c5fe,0,2f6b15841505a07537c49abc0fa6bbbaf1e79700236297d0ca4b1e01f9449083,1,DDFILM,a716e63ecdd8718e4a32ea46d3cea40cf5034e1149f7846fa29cf4b12d45c5fe,0,633,1,A01,""
2024-04-09T19:20:03.983526,management,probe-response,-29,ef27698d706f9e59d717591e2687ca07166ef06ab8d30a828e1e9194e5cf9e4b,0,2f6b15841505a07537c49abc0fa6bbbaf1e79700236297d0ca4b1e01f9449083,1,Public WiFi Free,ef27698d706f9e59d717591e2687ca07166ef06ab8d30a828e1e9194e5cf9e4b,0,1820,1,A01,""
2024-04-09T19:20:03.987169,management,probe-request,-51,2f6b15841505a07537c49abc0fa6bbbaf1e79700236297d0ca4b1e01f9449083,1,ff:ff:ff:ff:ff:ff,1,(n/a),ff:ff:ff:ff:ff:ff,1,3709,1,A01,""
2024-04-09T19:20:03.995969,management,probe-response,-57,ca35b18e9b1eef7e6c9f8bb388b349e5a3a9ffbfeb4898552bfeeab20c9fec8c,0,f4598090c82e81df3eda666389d60bc62d0f98b003206ad78cbf686bb5f9527d,1,PublicWiFi@GB_Free,ca35b18e9b1eef7e6c9f8bb388b349e5a3a9ffbfeb4898552bfeeab20c9fec8c,0,1282,6,A01,""
2024-04-09T19:20:03.995969,management,probe-response,-29,ef27698d706f9e59d717591e2687ca07166ef06ab8d30a828e1e9194e5cf9e4b,0,2f6b15841505a07537c49abc0fa6bbbaf1e79700236297d0ca4b1e01f9449083,1,Public WiFi Free,ef27698d706f9e59d717591e2687ca07166ef06ab8d30a828e1e9194e5cf9e4b,0,1820,1,A01,""
2024-04-09T19:20:04.015958,management,probe-response,-81,4c26c07ddfa5269c7843c40f9fd466d937198a2cf8c54ccdf32aa7a1d94088fc,0,2f6b15841505a07537c49abc0fa6bbbaf1e79700236297d0ca4b1e01f9449083,1,olleh_WiFi_4638,4c26c07ddfa5269c7843c40f9fd466d937198a2cf8c54ccdf32aa7a1d94088fc,0,619,1,A01,""
2024-04-09T19:20:04.018758,management,probe-response,-29,d605e6d9b99d8a6def28e3b9a9606665000569b18954d1a965c33a695b0e0fb4,1,2f6b15841505a07537c49abc0fa6bbbaf1e79700236297d0ca4b1e01f9449083,1,Public WiFi Secure,d605e6d9b99d8a6def28e3b9a9606665000569b18954d1a965c33a695b0e0fb4,1,937,1,A01,""
2024-04-09T19:20:04.021561,management,probe-response,-29,d605e6d9b99d8a6def28e3b9a9606665000569b18954d1a965c33a695b0e0fb4,1,2f6b15841505a07537c49abc0fa6bbbaf1e79700236297d0ca4b1e01f9449083,1,Public WiFi Secure,d605e6d9b99d8a6def28e3b9a9606665000569b18954d1a965c33a695b0e0fb4,1,937,1,A01,""
2024-04-09T19:20:04.024116,management,probe-response,-29,d605e6d9b99d8a6def28e3b9a9606665000569b18954d1a965c33a695b0e0fb4,1,2f6b15841505a07537c49abc0fa6bbbaf1e79700236297d0ca4b1e01f9449083,1,Public WiFi Secure,d605e6d9b99d8a6def28e3b9a9606665000569b18954d1a965c33a695b0e0fb4,1,937,1,A01,""
2024-04-09T19:20:04.027057,management,probe-response,-29,ef27698d706f9e59d717591e2687ca07166ef06ab8d30a828e1e9194e5cf9e4b,0,2f6b15841505a07537c49abc0fa6bbbaf1e79700236297d0ca4b1e01f9449083,1,Public WiFi Free,ef27698d706f9e59d717591e2687ca07166ef06ab8d30a828e1e9194e5cf9e4b,0,1821,1,A01,""
2024-04-09T19:20:04.035969,management,probe-response,-31,ef27698d706f9e59d717591e2687ca07166ef06ab8d30a828e1e9194e5cf9e4b,0,2f6b15841505a07537c49abc0fa6bbbaf1e79700236297d0ca4b1e01f9449083,1,Public WiFi Free,ef27698d706f9e59d717591e2687ca07166ef06ab8d30a828e1e9194e5cf9e4b,0,1821,1,A01,""
